dep,nivel,carrera,sexo,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
FM,Maestria,ciencias biomedicas (inmunologia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,6,
FM,Maestria,ciencias biomedicas (inmunologia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,6,
FM,Maestria,ciencias  biomedicas (nefrologia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
FM,Maestria,ciencias  biomedicas (nefrologia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,ciencias medicas,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
FM,Maestria,ciencias medicas,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
FM,Maestria,ciencias medicas (anatomia patologica veterinaria),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,ciencias medicas (anatomia patologica veterinaria),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM,Maestria,ciencias medicas (cirugia general),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
FM,Maestria,ciencias medicas (cirugia general),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,ciencias medicas (infectologia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
FM,Maestria,ciencias medicas (infectologia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,ciencias medicas (plastica y reconstructiva),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FM,Maestria,ciencias medicas (plastica y reconstructiva),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,ciencias medicas traumatologia y ortopedia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FM,Maestria,ciencias medicas traumatologia y ortopedia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,ciencias medicas (urologia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FM,Maestria,ciencias medicas (urologia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,cirugia cardiovascular,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,
FM,Maestria,cirugia cardiovascular,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,dermatologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,12,2,,,
FM,Maestria,dermatologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,3,,,,
FM,Maestria,endocrinologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,3,7,4,,,,,1,,,,,,,,,,
FM,Maestria,endocrinologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,,,,,,,,,,,,,,,,
FM,Maestria,farmacologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,6,3,,5,
FM,Maestria,farmacologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,7,
FM,Maestria,gastroenterologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,6,7,15,7,,,,,,,,,,,,,,,
FM,Maestria,gastroenterologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,gineco obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,11,11,23,10,,8,12,19,27,12,,,,,,,,,
FM,Maestria,gineco obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,2,,,,,,,,,,,,,,,
FM,Maestria,hematologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,1,,,,,,,,,,,,,,,
FM,Maestria,hematologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,laboratorio clinico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,
FM,Maestria,laboratorio clinico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FM,Maestria,medicina fisiologica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,,3,
FM,Maestria,medicina fisiologica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,5,
FM,Maestria,medicina interna,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM,Maestria,medicina interna,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,microbiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,12,3,,4,
FM,Maestria,microbiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,1,,,2,2,,3,
FM,Maestria,neumologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,8,,1,,,,,,,,,
FM,Maestria,neumologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,neurologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,
FM,Maestria,neurologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,9,,,,,,,,,,,,,,,,,
FM,Maestria,obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,oftalmologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,11,11,,,,,,1,,,,,,,,,
FM,Maestria,oftalmologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,
FM,Maestria,oncologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM,Maestria,oncologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FM,Maestria,parasitologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,4,2,,2,
FM,Maestria,parasitologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,7,
FM,Maestria,pediatria medica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,2,8,3,,,,,,1,,,
FM,Maestria,pediatria medica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,
FM,Maestria,psicoanalisis,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,12,13,,,,,,,,,,,,,,,,
FM,Maestria,psicoanalisis,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,,,,,,,,,,,,,,,,
FM,Maestria,psiquiatria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,13,10,,,9,,,1,,12,,,,,,,,
FM,Maestria,psiquiatria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,3,,,,,,,,
FM,Maestria,psiquiatria (ingfantil y de la adolescencia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,12,,,,
FM,Maestria,psiquiatria (ingfantil y de la adolescencia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,6,,,,
FM,Maestria,psiquiatria (psicoterapia medica),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,8,6,,,,
FM,Maestria,psiquiatria (psicoterapia medica),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,,,,
FM,Maestria,psiquiatria (social),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
FM,Maestria,psiquiatria (social),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
FM,Maestria,radiodiagnostico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,
FM,Maestria,radiodiagnostico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,radioterapia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,1,,4,3,,,,,,,,,,,,,,,
FM,Maestria,radioterapia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
FM,doctorado,anatomia patologica,Hombres,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,
FM,doctorado,anatomia patologica,Mujeres,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
FM,doctorado,anestesiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM,doctorado,anestesiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,biologia celular,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,
FM,doctorado,biologia celular,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,
FM,doctorado,cardiologia,Hombres,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,1,1,1,3,5,4,,,,,,,,,
FM,doctorado,cardiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,ciencia sanitaria,Hombres,,,,,,,,,,,,,,,,,,,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,ciencia sanitaria,Mujeres,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,ciencias biomedicas,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,ciencias biomedicas,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
FM,doctorado,cirugia cardiovascular,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,
FM,doctorado,cirugia cardiovascular,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,cirugia gastrointestinal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FM,doctorado,cirugia gastrointestinal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,cirugia general,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
FM,doctorado,cirugia general,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,dermatologia,Hombres,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,dermatologia,Mujeres,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,endocrinologia,Hombres,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,endocrinologia,Mujeres,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,enfermedades del higado y vias biliares,Hombres,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,enfermedades del higado y vias biliares,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,enfermedades infecciosas,Hombres,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,enfermedades infecciosas,Mujeres,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,enfermedades tropicales,Hombres,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,enfermedades tropicales,Mujeres,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,fisiologia,Hombres,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
FM,doctorado,fisiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FM,doctorado,ginecologia y obstetricia,Hombres,,,,,,,,,,,,,,,,,,,31,30,,,,,,,,,,,,,,,,,,,,,6,8,5,,,,,,,,,
FM,doctorado,ginecologia y obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,inmunologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
FM,doctorado,inmunologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,laboratorio clinico,Hombres,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,laboratorio clinico,Mujeres,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,malariologia,Hombres,,,,,,,,,,,,,,,,,,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,malariologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,medicna nuclear,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
FM,doctorado,medicna nuclear,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,neumologia,Hombres,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,
FM,doctorado,neumologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,neurocirugia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,,,
FM,doctorado,neurocirugia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,oftalmologia,Hombres,,,,,,,,,,,,,,,,,,,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,oftalmologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,ortopedia infantil,Hombres,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,ortopedia infantil,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,otorrinolaringologia,Hombres,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,
FM,doctorado,otorrinolaringologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,parasitologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,
FM,doctorado,parasitologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,pediatria,Hombres,,,,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,pediatria,Mujeres,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,prostodoncia,Hombres,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,prostodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,radiologia,Hombres,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,radiologia,Mujeres,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,salud publica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
FM,doctorado,salud publica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
FM,doctorado,tecnica quirugica,Hombres,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,tecnica quirugica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,urologia,Hombres,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,doctorado,urologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Licenciatura,Medicina veterinaria y zootecnia,Hombres,47,64,69,72,77,70,57,51,38,36,42,84,122,136,171,135,115,129,129,135,131,134,141,156,169,205,277,317,412,483,707,956,1107,1219,1317,1297,1373,1344,1331,1259,1310,1485,1519,1771,1827,2124,2072,2335,2608,2642,2981,2926
FMVyZ,Licenciatura,Medicina veterinaria y zootecnia,Mujeres,,,,,,,,,,,1,7,4,3,5,5,4,4,4,4,4,3,3,4,4,6,14,13,18,26,41,49,61,71,80,79,83,73,63,60,57,109,131,209,174,241,265,370,482,545,652,658
FMVyZ,Especialización,Enfermedades de las aves,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
FMVyZ,Especialización,Enfermedades de las aves,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Especialización,reproduccion de aves,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
FMVyZ,Especialización,reproduccion de aves,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Especialización,produccion bovinos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,,,
FMVyZ,Especialización,produccion bovinos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
FMVyZ,Especialización,produccion porcina,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,,,
FMVyZ,Especialización,produccion porcina,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Especialización,produccion de animales (aves),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
FMVyZ,Especialización,produccion de animales (aves),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FMVyZ,Especialización,produccion animal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
FMVyZ,Especialización,produccion animal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FMVyZ,Especialización,diagnostico de patologia veterinaria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FMVyZ,Especialización,diagnostico de patologia veterinaria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
FMVyZ,Especialización,patologia de aves,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,11,6,7,,1,,,
FMVyZ,Especialización,patologia de aves,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,,,2,,,
FMVyZ,Maestria,patologia de aves,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,
FMVyZ,Maestria,patologia de aves,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Maestria,ciencias veterinarias,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
FMVyZ,Maestria,ciencias veterinarias,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Maestria,produccion animal (medicina preventiva animal),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,
FMVyZ,Maestria,produccion animal (medicina preventiva animal),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FMVyZ,Maestria,area produccion animal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FMVyZ,Maestria,area produccion animal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Maestria,veterinaria y zootecnia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FMVyZ,Maestria,veterinaria y zootecnia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Maestria,virologia veterinaria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FMVyZ,Maestria,virologia veterinaria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMVyZ,Maestria,diagnostico de patologia veterinaria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FMVyZ,Maestria,diagnostico de patologia veterinaria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
FMVyZ,doctorado,patologia de aves,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
FMVyZ,doctorado,patologia de aves,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,cursos infantiles,cursos infantiles,Hombres,,,,,,,,,,,,26,45,39,56,32,36,33,22,24,37,35,40,43,21,36,54,60,35,70,98,182,144,,,,,,,,,,,,,,,,,,,
ENM,cursos infantiles,cursos infantiles,Mujeres,,,,,,,,,,,,39,69,69,85,68,73,64,49,39,58,56,63,72,46,65,58,65,67,114,109,191,189,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,nivel intermedio (tecnico),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,543,556,6,,,,,,,
ENM,Tecnico,nivel intermedio (tecnico),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,403,355,18,,,,,,,
ENM,poblacion escolar nivel a,iniciacion musical,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,55,94,80,104,132,171,185,275
ENM,poblacion escolar nivel a,iniciacion musical,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,81,72,93,89,97,126,157,173,273
ENM,poblacion escolar nivel b,instrumentista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,48,50,66,111,110,108,124,146,138
ENM,poblacion escolar nivel b,instrumentista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,19,45,78,81,66,88,126,111
ENM,poblacion escolar nivel b,piano,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,51,41,48,55,59,57,59,72,55
